"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1791238188679540938","Thu May 16 22:43:58 +0000 2024","25","Tagar Bea Cukai Terbaik Dituding Warganet Ulah Buzzer https://t.co/xy55IUFoL9","1791238188679540938","","","in","","0","0","22","https://x.com/OposisiCerdas/status/1791238188679540938","887743587579944960","OposisiCerdas"
"1790981576257343504","Thu May 16 05:44:17 +0000 2024","160","Bea Cukai lagi... Bea Cukai lagi... Kasus menteri nyawer biduan pakai uang negara blm selesai Bea cukai muncul lagi.... Kasus 271 T blm selesai muncul Bea Cukai lagi Pokoknya #beacukaiterbaik dah terbaik untuk dibubarkan. Iklannya Realitanya https://t.co/VMRAwwok6K","1790981576257343504","https://pbs.twimg.com/ext_tw_video_thumb/1790981459253264384/pu/img/h8fi5yUWEtA8NPY-.jpg","","in","moskov","4","27","55","https://x.com/Ryan_Fighter7/status/1790981576257343504","1659863813502693376","Ryan_Fighter7"
"1789291267530309657","Sat May 11 13:47:36 +0000 2024","4","senyumnya ketahan bea cukai kah? https://t.co/4DiT4VVHGG","1789291267530309657","https://pbs.twimg.com/media/GNTW7NeaYAAruGZ.jpg","","in","she/her ","0","6","0","https://x.com/akupenghafal/status/1789291267530309657","1501461471959523331","akupenghafal"
"1789982405840818541","Mon May 13 11:33:56 +0000 2024","31","Direktorat Jenderal Bea dan Cukai (DJBC) Kementerian Keuangan (Kemenkeu) membebastugaskan Kepala Bea Cukai Purwakarta Rahmady Effendy Hutahean (REH). Baca di https://t.co/6cZzLr5j78 https://t.co/BdBAbkRJZ5","1789982405840818541","https://pbs.twimg.com/media/GNdLgt8akAAr4Tj.jpg","","in","Jakarta","5","12","14","https://x.com/kompascom/status/1789982405840818541","23343960","kompascom"
"1789887142069682550","Mon May 13 05:15:23 +0000 2024","145","KENALAN ORANG DALAM . . . Ekspektasi kita pada kinerja Bea Cukai tiba - tiba begitu membumbung. Tiba - tiba kita ingin lembaga itu sebersih surga tanpa cela. Bahkan ketika debu tak terlihat tapi suara batuk terdengar di dalam sana kita merasa punya pasal untuk ikut https://t.co/yJz9z7N7Rs","1789887142069682550","https://pbs.twimg.com/media/GNbyKhGacAA0-wM.png","","in"," Dimana-mana","2","15","49","https://x.com/Leonita_Lestari/status/1789887142069682550","1202108075231989760","Leonita_Lestari"
"1792330901306884383","Sun May 19 23:06:01 +0000 2024","9","Teman-teman tau nggak kalau salah satu tugas dari Bea Cukai itu melindungi masyarakat Indonesia dari penyelundupan dan perdagangan ilegal...? Ruben Arsenal Emyu Innalilahi Militao Inisial R FA Cup Borneo https://t.co/7Axz6lD9F8","1792330901306884383","https://pbs.twimg.com/media/GN-jdKzbQAESbhD.jpg","","in","","1","1","9","https://x.com/Nidyna10/status/1792330901306884383","1710309382293004288","Nidyna10"
"1790667985717522687","Wed May 15 08:58:11 +0000 2024","14","bener-bener kagum sama djbc yang selalu kooperatif dalam menangani kasus besar kayak korupsi impor gula mereka bahkan bersedia jadi saksi sampai tersangka ditetapkan profesionalisme mereka emang patut diacungi jempol #BeaCukaiTerbaik KinerjaDJBC PalingOke https://t.co/Gy8hSgkfJQ https://t.co/LmNyZ2TgE1","1790667985717522687","https://pbs.twimg.com/media/GNm7AuMbsAA3z1E.jpg","","in","Indonesia","1","8","9","https://x.com/uby_mine/status/1790667985717522687","1552548472238505985","uby_mine"
"1791267966916718952","Fri May 17 00:42:18 +0000 2024","13","Bea Cukai Akui mengendarai 9 Mobil Mewah Kenneth Koh dari Gudang Sawarna ke Cikarang Direktur Komunikasi dan Bimbingan Pengguna Jasa Direktorat Jenderal Bea dan Cukai Kementerian Keuangan Nirwala Dwi Heryanto membantah telah melepas 9 mobil mewah milik pengusaha Malaysia Kenneth https://t.co/6K4zkhZCRi","1791267966916718952","https://pbs.twimg.com/media/GNvcuRkagAA4JLL.jpg","","in","DKI Jakarta, Indonesia","0","1","6","https://x.com/Mdy_Asmara1701/status/1791267966916718952","1334853481019056128","Mdy_Asmara1701"
"1791499418656797109","Fri May 17 16:02:00 +0000 2024","30","Bea Cukai Pamer Prestasi Gagalkan Peredaran Ganja Tetap Saja Dirujak Netizen https://t.co/Rk1KyRpxaF","1791499418656797109","","","in","","1","0","24","https://x.com/OposisiCerdas/status/1791499418656797109","887743587579944960","OposisiCerdas"
"1789563897357439339","Sun May 12 07:50:56 +0000 2024","70","Jadi Panjang! Stafsus Menkeu Minta Akun yang Sebar Info Bea Cukai Pungut Pajak Peti Jenazah Tanggungjawab https://t.co/LYrmDuk5LZ","1789563897357439339","","","in","Indonesia","5","20","36","https://x.com/geloraco/status/1789563897357439339","3319260420","geloraco"
"1790290961437954161","Tue May 14 08:00:01 +0000 2024","28","Bea Cukai @beacukailangsa bersama tim gabungan dari @bc_lhokseumawe Denpom IM/1 Lhokseumawe &amp; Sub Denpom IM/1-2 Langsa menindak perdagangan atau pengangkutan rokok ilegal tanpa pita cukai. Jutaan batang rokok berhasil ditegah oleh tim gabungan. https://t.co/TQtotbGFXc https://t.co/m9YaDBZYd3","1790290961437954161","https://pbs.twimg.com/media/GNg6xtPa4AAF53b.jpg","","in","Indonesia","2","10","9","https://x.com/beacukaiRI/status/1790290961437954161","2940183750","beacukaiRI"
"1790191574057644305","Tue May 14 01:25:06 +0000 2024","4","Viral Peti Jenazah Dipungut Bea Masuk 30 Persen Karena Dianggap Barang Mewah Begini Klarifikasi Bea Cukai: Viral di media sosial X soal importasi peti jenazah yang dipungut bea masuk 30 persen karena dianggap barang mewah. Bea Cukai beri klarifikasi https://t.co/9Odxf3LGLA https://t.co/bZx4mDCVzA","1790191574057644305","https://pbs.twimg.com/media/GNgJv_iakAAKghR.jpg","","in","Pulo Gadung, Indonesia","0","0","6","https://x.com/tvOneNews/status/1790191574057644305","55507370","tvOneNews"
"1790272709018202138","Tue May 14 06:47:30 +0000 2024","13","Museum Bea Cukai Malaysia. Isinya apaan ya? https://t.co/q7nGKmW1Es","1790272709018202138","https://pbs.twimg.com/media/GNhThWPboAAk6sB.jpg","","in","Indonesia","0","6","0","https://x.com/zqhr/status/1790272709018202138","33043063","zqhr"
"1789541752132780527","Sun May 12 06:22:56 +0000 2024","17","Kl kalian masih jomblo kemungkinannya cuma 2 jodohmu masih berada di sortir dc semarang atau ketahan bea cukai Jadi mohon bersabar https://t.co/OqeGrIgxk4","1789541752132780527","https://pbs.twimg.com/media/GNW6vPvasAAlYrA.jpg","","in","Semarang, Jawa Tengah","0","6","1","https://x.com/v_itto1/status/1789541752132780527","1382888043200139266","v_itto1"
"1790232579574214767","Tue May 14 04:08:02 +0000 2024","38","((Waduh Korupsi apa itu)) Bea Cukai salah lawan! Dituding bawa barang branded indigo Wirang Birawa ancam ungkap kasus korupsi besar-besaran https://t.co/zIja2jrpD2","1790232579574214767","","","in","Kaki Langit","1","10","17","https://x.com/xix0_3/status/1790232579574214767","3548868619","xix0_3"
"1791029571535704358","Thu May 16 08:55:00 +0000 2024","105","imfo penting!! ternyata bu menteri keuangan di beri penghargaan #BuSriTerbaik lho keren emang selama 2 5 tahun menjabat beliau terus menjaga transparansi dan akuntabiltas keuangan SriMulyani PalingTOP cek lengkapnya disini https://t.co/aUobh46JZq https://t.co/CqTfRS3yQw","1791029571535704358","https://pbs.twimg.com/media/GNsADHibEAAo-V1.jpg","","in","","0","101","105","https://x.com/janjijiiwa/status/1791029571535704358","1032371570","janjijiiwa"
"1790694212171940087","Wed May 15 10:42:24 +0000 2024","53","Lah loh... trending nih Bea Cukai katanya terbaik. Mudah²an ga cuma di sosmed di lapangan juga bisa memberikan pelayanan terbaik. Menurutmu #BeaCukaiTerbaik atau masih buruk? https://t.co/anNcxoG7Py","1790694212171940087","https://pbs.twimg.com/media/GNnS5XKbUAAuhM5.jpg","","in","Indonesia","3","25","5","https://x.com/narkosun/status/1790694212171940087","84221579","narkosun"
"1791710601208594839","Sat May 18 06:01:10 +0000 2024","210","'Bebaskan' Ribuan Kontainer Airlangga Minta Bea Cukai Cs Kerja 24 Jam https://t.co/LqsajsdvDQ","1791710601208594839","","","in","Jakarta Indonesia","39","274","55","https://x.com/prastow/status/1791710601208594839","88581196","prastow"
"1791671135849123914","Sat May 18 03:24:21 +0000 2024","24","Kejaksaan Agung menetapkan tersangka baru dalam dugaan tindak pidana korupsi pada kegiatan importasi gula oleh Sumber Mutiara Indah Perdana (SMIP) tahun 2020-2023. Ia adalah RR selaku Kepala Kantor Wilayah Bea Cukai Riau periode 2019-2021. https://t.co/FsE4UgZZsh","1791671135849123914","https://pbs.twimg.com/media/GN1LZhtbMAAWHEB.jpg","","in","Di Jantungmu ","4","1","14","https://x.com/Putri_Aalona/status/1791671135849123914","1469280329093373956","Putri_Aalona"
"1791018292179779718","Thu May 16 08:10:11 +0000 2024","6","Jersey kemaren aje belum kebeli ini udah ada jersey baru lagi padahal jersey musim lalu lagi pada diskon nih cuma ngeri kalo beli sekarang Bea Cukai nya lagi keren-kerennya kinerjanya duhhh :( https://t.co/Vq2CeXTXum","1791018292179779718","https://pbs.twimg.com/media/GNr5nJeaYAA68CI.jpg","","in","Anywhere in Jakarta","0","2","0","https://x.com/Jakbluesmcfc/status/1791018292179779718","1169722285","Jakbluesmcfc"
"655026977921871872","Fri Oct 16 14:26:16 +0000 2015","627","Instruksi saya pada Dirjen Bea Cukai untuk mengusut impor ilegal sudah dilaksanakan. Praktik ini harus dibasmi -Jkw","655026977921871872","","","in","Jakarta","0","245","508","https://x.com/jokowi/status/655026977921871872","366987179","jokowi"
"1637692285260292096","Mon Mar 20 05:47:22 +0000 2023","12555"," Padahal hadiah lombanya nggak ada hadiah uang cuma piala itu doang. Menang lomba kok nombok. https://t.co/GDyozpvtPW","1637692285260292096","","","in","","481","1152","2810","https://x.com/detikcom/status/1637692285260292096","69183155","detikcom"
"1790259428438220982","Tue May 14 05:54:43 +0000 2024","0","DI KECAMATAN KOKOP BEA CUKAI MADURA AJAK MASYARAKAT GEMPUR ROKOK ILEGAL https://t.co/PDqAsUFbxq","1790259428438220982","https://pbs.twimg.com/media/GNhHHe8aQAASvRi.jpg","","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1790259428438220982","1215177881866756096","beacukaimadura"
"1790069642993516939","Mon May 13 17:20:35 +0000 2024","22","Lu kalo dtg ke indo udh ditahan lu di bea cukai https://t.co/4ry3WFmd9y","1790069642993516939","https://pbs.twimg.com/media/GNea2NQaMAIk9yx.jpg","","in","AU","0","6","0","https://x.com/kusukabangchan/status/1790069642993516939","814107998951849984","kusukabangchan"
"1633679227043344384","Thu Mar 09 04:00:54 +0000 2023","7820","Kemenkeu Panggil Seluruh Kepala Kantor Bea Cukai ke Jakarta Hari Ini https://t.co/q4IPjxxMc3","1633679227043344384","","","in","","719","1125","1552","https://x.com/CNNIndonesia/status/1633679227043344384","17128975","CNNIndonesia"
"1790689689252585703","Wed May 15 10:24:25 +0000 2024","312","Ingin ku berkata kasar Kasus Gratifikasi Eks Kepala Bea Cukai Yogyakarta Jaksa Sebut Suami Maia Estianty Kasih Uang Rp 100 Juta https://t.co/y1DoHKTjYq","1790689689252585703","","","in","Jakarta Capital Region","3","10","132","https://x.com/Mdy_Asmara1701/status/1790689689252585703","1334853481019056128","Mdy_Asmara1701"
"1791690633801040365","Sat May 18 04:41:49 +0000 2024","8","Deuh Bea Cukai lagi rame malah ada pejabatnya yg kena cyduk Kejagung karena kasus korupsi impor gula. https://t.co/cQveWdEulX","1791690633801040365","https://pbs.twimg.com/media/GN1dIvXbcAAqeyu.jpg","","in","Indonesia","3","3","5","https://x.com/negativisme/status/1791690633801040365","43486890","negativisme"
"1792395697888875002","Mon May 20 03:23:30 +0000 2024","6","Aksi Sri Mulyani. Bea Cukai hilang dari judul berita. Kelakuanmu.","1792395697888875002","","","in","Jakarta Selatan, DKI Jakarta","0","1","1","https://x.com/madHink/status/1792395697888875002","3284232205","madHink"
"1791030068728484253","Thu May 16 08:56:58 +0000 2024","2","keren bisa membawa indonesia dari krisis ekonomi dunia wajar sih dinobatkan jadi menteri keuangan terbaik juga ditambah ada pejabat bea cukai yg terlibat korupsi langsung dicopot dari jabatanya. kurang satset apalagi coba #BuSriTerbaik SriMulyani PalingTOP https://t.co/K0AUmHRNrr","1791030068728484253","https://pbs.twimg.com/media/GNsEWPrbgAAif9E.jpg","","in","Kota Tangerang, Banten","0","0","1","https://x.com/kecoatongseng/status/1791030068728484253","1167774308552232963","kecoatongseng"
"1789497751518216251","Sun May 12 03:28:05 +0000 2024","757","Menarik pernyataan ini berarti memang ada layanan VVIP yg bisa skip imigrasi dan bea cukai. Berarti yg pakai layanan ini bisa beli barang mewah dari luar negeri yg melebihi batas nilai dan jumlah barang dan tidak bakal kena ketentuan impor? Tajam ke bawah jadinya?","1789497751518216251","","","in","","10","8","293","https://x.com/whydryn/status/1789497751518216251","20570590","whydryn"
"1789295671335649500","Sat May 11 14:05:06 +0000 2024","85","oknum PNS Bea Cukai setelah dapat teguran sana sini:","1789295671335649500","","","in","Kota Bengkulu, Indonesia","0","2","17","https://x.com/direktoridosen/status/1789295671335649500","1901591046","direktoridosen"
"1791348540117225819","Fri May 17 07:38:00 +0000 2024","58","@prastow @EnzyStoria Kira kira berapa lama pak? Trus yang tantangan youtuber kemarin tentabg Coretax System gimana pak berani ga diterapkan dulu ke pejabat dan pegawai Kemenkeu DJP dan Bea Cukai dulu sebelum ke masyarakat? https://t.co/96OOxgylAW","1791372581247086643","https://pbs.twimg.com/ext_tw_video_thumb/1791372534153379840/pu/img/LLe1TQpypxQBK-Kb.jpg","prastow","in","","2","3","11","https://x.com/SlimOk818/status/1791372581247086643","1603530549670268928","SlimOk818"
"1790519818703245706","Tue May 14 23:09:25 +0000 2024","17","Bea Cukai memiliki peran sebagai community protector atau pelindung masyarakat. Yg artinya Bea Cukai memiliki tugas untuk melindungi masyarakat dengan mengawasi peredaran barang-barang ilegal dan/atau berbahaya yg masuk ke Indonesia. ___ Akanji Ortega Arsenal Spurs Qodari https://t.co/ERoqWplEyH","1790519818703245706","https://pbs.twimg.com/media/GNk0STNbAAAncNj.jpg","","in","Nusantara","1","3","17","https://x.com/colorhejo_/status/1790519818703245706","992182146","colorhejo_"
"1784825978650538294","Mon Apr 29 06:04:08 +0000 2024","11870","Bea Cukai akhirnya masuk list gw untuk gw larang buat anak anak gw berkarir maupun buat pasangan hidupnya. Cari yg berkah aja lah... masih banyak yg lain ","1784825978650538294","","","in","Jakarta Selatan, DKI Jakarta","366","248","2514","https://x.com/kkmanti/status/1784825978650538294","145120983","kkmanti"
"1789207753644532057","Sat May 11 08:15:44 +0000 2024","222","PENGUSAHA MALAYSIA LAPORKAN BEA CUKAI KE KEJAGUNG Sedang viral seorang pengusaha Malaysia Kenneth Koh melaporkan Bea Cukai ke Kejagung terkait penggelapan 9 mobil mewah. Menurut kuasa hukum Kenneth Koh Bea Cukai telah menyalahgunakan wewenang padahal 9 mobil mewah yang https://t.co/eAvCJVtbJ7","1789207753644532057","https://pbs.twimg.com/media/GNSK-BWakAA-UqE.jpg","","in","","11","65","87","https://x.com/_riverheaven/status/1789207753644532057","975389335775199232","_riverheaven"
"1790744795079737450","Wed May 15 14:03:24 +0000 2024","42","Pede amat ya @beacukaiRI mempopulerkan tagar #BeaCukaiTerbaik ditengah sengkarutnya berbagai kasus di Bea Cukai akhir-akhir ini? https://t.co/sf4CLKKJ0g","1790744795079737450","https://pbs.twimg.com/media/GNn_uzZacAA5stl.jpg","","in","In the middle of nowhere","4","21","14","https://x.com/DaddyMinusSugar/status/1790744795079737450","1683573670822948864","DaddyMinusSugar"
"1790640915197157792","Wed May 15 07:10:37 +0000 2024","997","Ogah dipenjara sendirian Eko Darmanto eks Bea Cukai seret nama Irwan Mussry ini tanggapan suami Maia Estianty https://t.co/SHRVMeKQou https://t.co/pVTogj4FRf","1790640915197157792","https://pbs.twimg.com/media/GNmiazeaoAA7jU8.jpg","","in","Indonesia","9","44","290","https://x.com/geloraco/status/1790640915197157792","3319260420","geloraco"
"1789871740098875890","Mon May 13 04:14:11 +0000 2024","321","Kementerian Keuangan Mengambil Langkah Tegas Dengan Bebastugaskan Kepala Bea Cukai Purwakarta Rahmady Effendi Usai Dilaporkan ke KPK Bukti Kementerian Keuangan Tak Ada Kompromi Kepada Anak Buahnya Yang Melanggar Aturan! Putusan bebas tugas menurut Nirwala berlaku sejak 9 Mei https://t.co/VFFP0nictf","1789871740098875890","https://pbs.twimg.com/media/GNbm3JmacAAe7E5.jpg","","in","Jawa Tengah, Indonesia","14","111","82","https://x.com/Aryprasetyo85/status/1789871740098875890","435004096","Aryprasetyo85"
"1790048569925251094","Mon May 13 15:56:51 +0000 2024","2","HUKUM BEKERJA DI BEA CUKAI DAN PAJAK⁉️ Sedang ramai isu Bea Cukai Saat ini.. Berikut Penyampaian Jelas &amp; Tegas oleh Ust. @ErwandiTarmizi Hafizhahullah #sharepostinganbermanfaat #postinganbermanfaatislam #pbimedia #beacukai #pajak #kasusviral #isuviral https://t.co/E9Rb3y1hko","1790048569925251094","https://pbs.twimg.com/ext_tw_video_thumb/1790048488589533184/pu/img/hV9G61P3LdiK0dXH.jpg","","in","Indonesia ","0","0","0","https://x.com/PBIMedia_id/status/1790048569925251094","1283102042039259136","PBIMedia_id"
"1789432477490225176","Sat May 11 23:08:43 +0000 2024","18","Tim gabungan Bea Cukai Langsa dan Bea Cukai Lhokseumawe beserta dan Denpom Iskandar Muda menggagalkan peredaran rokok ilegal sebanyak 2 73 juta batang rokok ilegal di Kabupaten Aceh Tamiang. #viralvideo Chelsea Cici Tiara SMK Lingga Kencana Depok https://t.co/BeVwkDyG3c","1789432477490225176","https://pbs.twimg.com/media/GNVXWT2bkAAs6Gs.jpg","","in","","0","5","16","https://x.com/Nidyna10/status/1789432477490225176","1710309382293004288","Nidyna10"
"1791375498989478097","Fri May 17 07:49:35 +0000 2024","33","Tunjukkan komitmen dalam mendukung pertumbuhan ekonomi nasional Bea Cukai berikan berbagai fasilitas kepabeanan seperti tempat penimbunan berikat &amp; kemudahan impor tujuan ekspor. Dampak positif pun diterima perusahaan &amp; perekonomian secara keseluruhan. https://t.co/7YWEvnQE4Q https://t.co/qSmLHFqnzk","1791375498989478097","https://pbs.twimg.com/media/GNw-g3XaAAA4gLT.jpg","","in","Indonesia","2","32","7","https://x.com/beacukaiRI/status/1791375498989478097","2940183750","beacukaiRI"
"1638598807813521409","Wed Mar 22 17:49:34 +0000 2023","3497","Tidak ok. Kamu @wadawidy sudah terlalu arogan. Tweetmu itu adalah tweet terbuka sebagai pegawai bea cukai kepada masyarakat awam yg bisa dibaca oleh semua orang. Silakan minta maaf secara terbuka kepada masyarakat pembayar gajimu paling lambat jam 11.00 WIB.","1638598807813521409","","","in","Indonesia","75","425","849","https://x.com/PartaiSocmed/status/1638598807813521409","869327120","PartaiSocmed"
"1784165935076757967","Sat Apr 27 10:21:21 +0000 2024","13812","#intinyadeh jd creator Indonesia pertama yg punya privilege unboxing + review mainan Transformers rilisan terbaru dikirim Robosen langsung. Ketahan bea cukai dihargain salah CS gak reponsif. Bikin thread rame. Akhirnya barangnya dirilis tp boxnya penyok robek lock rusak.","1784165935076757967","","","in","di ujung lidah tapi gak keluar","162","203","2997","https://x.com/intinyadeh/status/1784165935076757967","1525880650829467648","intinyadeh"
"1790667302939353366","Wed May 15 08:55:28 +0000 2024","128","mantap bu sri mulyani tegas banget dalam hal ini langsung copot kepala becuk purwakarta kan jadi makin bersih aja nih dan KinerjaDJBC PalingOke #BeaCukaiTerbaik cek beritanya disini : https://t.co/bCPF6M5iaJ https://t.co/y02zu4QZQu","1790667302939353366","https://pbs.twimg.com/media/GNm6ayibMAAnu_k.jpg","","in","Penjaringan, Indonesia","0","121","122","https://x.com/zel_yums/status/1790667302939353366","2377453254","zel_yums"
"1638037394501910529","Tue Mar 21 04:38:42 +0000 2023","5373","Media sosial dihebohkan curhatan hati dari Fatimah Zahratunnisa seorang WNI yang pernah menang kontes menyanyi di Jepang. Kemenkeu minta maaf. https://t.co/MwaGhCMZBI","1638037394501910529","","","in","","436","1356","1202","https://x.com/detikcom/status/1638037394501910529","69183155","detikcom"
"1790226458125697085","Tue May 14 03:43:43 +0000 2024","69","Yang disasar warung atau toko kelontong. Bea Cukai tidak pernah atau tidak tahu tentang pemiliknya. Akhirnya melenggang bebas tak terkendali. Salah siapa? Ya pemerintah lah. https://t.co/EHeGg6IUlJ","1790226458125697085","https://pbs.twimg.com/media/GNgpedLacAAQu97.jpg","","in","Indonesia","3","7","13","https://x.com/boleh_merokok/status/1790226458125697085","1280373678","boleh_merokok"
"1789960161357922681","Mon May 13 10:05:32 +0000 2024","423","Kemenkeu Diminta Selidiki Sumber Harta Kepala Bea Cukai Purwakarta https://t.co/0R0ZWTXWYU","1789960161357922681","","","in","","5","26","181","https://x.com/CNNIndonesia/status/1789960161357922681","17128975","CNNIndonesia"
"1791021423047414124","Thu May 16 08:22:37 +0000 2024","86","Apakah ada yang ikut lelang? Hari ini KPKNL Jakarta II berhasil melelang 30 unit motor Royal Enfield senilai Rp 2 1 M. Motor ini adalah hasil penindakan KPU Bea Cukai Tanjung Priok. Kemenkeu memastikan seluruh hasil penindakan BC ditindaklanjuti sesuai ketentuan dan masuk ke https://t.co/sD6aWt1X2t","1791021423047414124","https://pbs.twimg.com/media/GNr8fKqboAAZpBo.jpg","","in","Jakarta Indonesia","2","25","26","https://x.com/prastow/status/1791021423047414124","88581196","prastow"
"1789672867321569683","Sun May 12 15:03:56 +0000 2024","1","MAAF HOAX Cuit bilang hrs bayar pungutan bea masuk 30% dari harga peti jenazah ktk bawa pulang jenazah ayah dari Penang. Netizen tsb klarifikasi bhw biaya yg dibayar adl tagihan dari swasta yg urus jenazah bkn pihak Bea Cukai. Ia pun meminta maaf atas kegaduhan yang terjadi. https://t.co/VlLrworowJ","1789672867321569683","https://pbs.twimg.com/media/GNYxwWFbEAEIOZh.jpg","","in","Overseas","0","0","1","https://x.com/bwinarso99/status/1789672867321569683","1135195284231688194","bwinarso99"
"1789626644577366229","Sun May 12 12:00:16 +0000 2024","248","keluar negeri pulang pake jam tangan kena pajak bea cukai. Keluar indomaret bawa mi instan kena palak kang parkir. Oh .. oh.. endonesahku..","1789626644577366229","","","in","Bumi","1","27","87","https://x.com/pakaipeci/status/1789626644577366229","99926414","pakaipeci"
"1789276240647729278","Sat May 11 12:47:53 +0000 2024","1556","Lagi2 ada yg riding the wave dgn memanfaatkan sentimen netizen ke beacukai. Informasimu itu bohong mbak @ClarissaIcha. Tdk ada bea masuk dan pajak utk peti jenazah Almarhum yg ada itu tagihan jasa Gateway Human Remains dari pihak perusahaan swasta yg mengurusnya. Ini buktinya. https://t.co/qHR0iucKxl","1789276240647729278","https://pbs.twimg.com/media/GNTJQgkaIAASAij.jpg","","in","Indonesia","110","171","564","https://x.com/PartaiSocmed/status/1789276240647729278","869327120","PartaiSocmed"
"1789943119288386032","Mon May 13 08:57:49 +0000 2024","29","Ramai Kasus Peti Mati Jenazah Kena Pajak Clarissa Minta Maaf pada Bea Cukai Usai Terlanjur Menyebar Berita Hoax https://t.co/CujEKKUkah","1789943119288386032","","","in","","0","0","23","https://x.com/OposisiCerdas/status/1789943119288386032","887743587579944960","OposisiCerdas"
"1789675200252182846","Sun May 12 15:13:12 +0000 2024","2","Bea cukai lagi nge-hits https://t.co/SV6XyB9qeh","1789675200252182846","https://pbs.twimg.com/ext_tw_video_thumb/1789675165485514753/pu/img/OWEma_xRoi-MVM3d.jpg","","in","","0","0","0","https://x.com/IHendarsu/status/1789675200252182846","1625829447185350657","IHendarsu"
"1790290626690564437","Tue May 14 07:58:42 +0000 2024","1","BEA CUKAI MADURA AWALI KEGIATAN DENGAN APEL PAGI https://t.co/hqabO1GR9p","1790290626690564437","https://pbs.twimg.com/media/GNhjgKMakAAz3P-.jpg","","in","Pamekasan, Indonesia","0","1","0","https://x.com/beacukaimadura/status/1790290626690564437","1215177881866756096","beacukaimadura"
"1790739218978976033","Wed May 15 13:41:14 +0000 2024","67","Sri Mulyani Copot Kepala Bea Cukai Purwakarta Netizen: Tegas Banget https://t.co/QbREsjj2FU #News","1790739218978976033","","","in","Jakarta","4","33","14","https://x.com/liputan6dotcom/status/1790739218978976033","47596019","liputan6dotcom"
"1791693813708407294","Sat May 18 04:54:27 +0000 2024","68","Gara2 oknum pejabat Bea Cukai bangsat Jokowi turun gunung untuk membela rakyatnya yg di zalimi. Kode keras Jokowi ternyata diabaikan org yg doyan makan uang haram. https://t.co/W3edTyXL0W","1791693813708407294","https://pbs.twimg.com/ext_tw_video_thumb/1791693767591751680/pu/img/OGHG5O0Fz24uXxYW.jpg","","in","","4","119","16","https://x.com/mas_veel/status/1791693813708407294","1709123175450288128","mas_veel"
"1790545141285159320","Wed May 15 00:50:03 +0000 2024","411","Rame kasus bea cukai Jadi inget waktu rame kasus pegawai pajak rafael alun kemaren ada yg bilang gini: Jangan rang pajak doang dong yg disorot liat tuh di bea cukai lebih parah lagi https://t.co/iFGKNyKOlZ","1790545141285159320","https://pbs.twimg.com/media/GNlLOFUbYAAwk1g.png","","in","","3","16","140","https://x.com/MurtadhaOne1/status/1790545141285159320","1178950184601935873","MurtadhaOne1"
"1789570156617957757","Sun May 12 08:15:48 +0000 2024","30","Jagat X dihebohkan dg klaim salah satu netizen terkait importasi peti jenazah dari luar negeri. Pihak bea Cukai membantah klaim tsb Karena setelah dilakukan pengecekan thdp pengiriman peti jenazah dan jenazah dari Penang tidak ada pungutan bea masuk atau pajak yg dikenakan. https://t.co/abaUPwxfwH","1789570156617957757","https://pbs.twimg.com/media/GNXUkh6agAAz-kP.jpg","","in","Metro Barat, Indonesia","0","3","21","https://x.com/Lampung__01/status/1789570156617957757","2931186644","Lampung__01"
"1789104089458208825","Sat May 11 01:23:49 +0000 2024","25585","Kemarin ngelayat ayahnya teman almarhum meninggal di Penang. Teman ini cerita kalau di airport dia harus bayar bea cukai 30% dari targa peti jenazah ayahnya dianggap barang mewah! Ya peti memang tidak murah tapi Ga ada waktu debat dan nunggu viral kan. Terlalu.","1789104089458208825","","","in","#diRumahSaja","1508","1065","5187","https://x.com/ClarissaIcha/status/1789104089458208825","39169373","ClarissaIcha"
"1791793738098016646","Sun May 19 07:33:03 +0000 2024","2","@taylashwift imigrasi dan bea cukai https://t.co/RHYEaIfAJC","1792096112029093987","","taylashwift","in","","0","0","0","https://x.com/smithygold/status/1792096112029093987","126839060","smithygold"
"1790234463542427767","Tue May 14 04:15:31 +0000 2024","11","Kepala Bea Cukai Purwakarta Rahmady Effendy Hutahean (REH) dibebastugaskan seusai dilaporkan ke KPK karena laporan harta kekayaannya dinilai janggal. Berdasarkan dokumen LHKPN 2023 REH tercatat memiliki total kekayaan Rp 6 39 miliar. Namun REH diduga memiliki perusahaan dengan https://t.co/6MmhYO6WD1","1790234463542427767","https://pbs.twimg.com/ext_tw_video_thumb/1790234212794339328/pu/img/wHAz4j3-VqjUk5zs.jpg","","in","Jakarta","0","6","8","https://x.com/kompascom/status/1790234463542427767","23343960","kompascom"
"1789976512805892405","Mon May 13 11:10:31 +0000 2024","15","Kemenkeu memastikan mempertimbangkan aspirasi masyarakat terkait bea cukai produk impor. Janji lho ya.. Awas kalau bohong Tak Viralin lagi kamu!! https://t.co/cMknU1i7i8","1789976512805892405","","","in","Metro Barat, Indonesia","0","2","9","https://x.com/Lampung__01/status/1789976512805892405","2931186644","Lampung__01"
